Points:0,Points:1,U:0,U:1,p
-4.7275,-3.433,1.0003,-0.0034442,0.10994
-4.6593,-3.433,1.0004,-0.0041522,0.10981
-4.5912,-3.433,1.0006,-0.0048647,0.10966
-4.5231,-3.433,1.0008,-0.0055823,0.10948
-4.455,-3.433,1.001,-0.0063058,0.10927
-4.3868,-3.433,1.0012,-0.007036,0.10904
-4.3187,-3.433,1.0015,-0.0077736,0.10878
-4.2506,-3.433,1.0018,-0.0085192,0.10849
-4.1824,-3.433,1.0021,-0.0092736,0.10817
-4.1143,-3.433,1.0025,-0.010037,0.10783
-4.0462,-3.433,1.0029,-0.010811,0.10745
-3.978,-3.433,1.0033,-0.011596,0.10704
-3.9099,-3.433,1.0037,-0.012392,0.1066
-3.8418,-3.433,1.0042,-0.013199,0.10613
-3.7737,-3.433,1.0047,-0.014019,0.10562
-3.7055,-3.433,1.0053,-0.014851,0.10508
-3.6374,-3.433,1.0059,-0.015697,0.1045
-3.5693,-3.433,1.0065,-0.016555,0.10389
-3.5011,-3.433,1.0071,-0.017428,0.10323
-3.433,-3.433,1.0078,-0.018314,0.10254
-3.3649,-3.433,1.0086,-0.019215,0.10181
-3.2967,-3.433,1.0093,-0.020129,0.10103
-3.2286,-3.433,1.0101,-0.021058,0.10022
-3.1605,-3.433,1.011,-0.022,0.099352
-3.0923,-3.433,1.0119,-0.022956,0.098442
-3.0242,-3.433,1.0129,-0.023926,0.097484
-2.9561,-3.433,1.0139,-0.024908,0.096476
-2.888,-3.433,1.0149,-0.025903,0.095416
-2.8198,-3.433,1.016,-0.026909,0.094304
-2.7517,-3.433,1.0171,-0.027927,0.093137
-2.6836,-3.433,1.0183,-0.028954,0.091914
-2.6154,-3.433,1.0196,-0.02999,0.090634
-2.5473,-3.433,1.0209,-0.031033,0.089293
-2.4792,-3.433,1.0223,-0.032083,0.087892
-2.411,-3.433,1.0237,-0.033137,0.086429
-2.3429,-3.433,1.0252,-0.034194,0.084901
-2.2748,-3.433,1.0268,-0.035251,0.083309
-2.2067,-3.433,1.0284,-0.036307,0.081649
-2.1385,-3.433,1.03,-0.03736,0.079922
-2.0704,-3.433,1.0318,-0.038407,0.078126
-2.0023,-3.433,1.0336,-0.039444,0.076261
-1.9341,-3.433,1.0354,-0.04047,0.074325
-1.866,-3.433,1.0374,-0.041482,0.072318
-1.7979,-3.433,1.0394,-0.042476,0.07024
-1.7297,-3.433,1.0414,-0.043449,0.068091
-1.6616,-3.433,1.0436,-0.044397,0.065871
-1.5935,-3.433,1.0458,-0.045318,0.063581
-1.5253,-3.433,1.048,-0.046207,0.061221
-1.4572,-3.433,1.0503,-0.047061,0.058793
-1.3891,-3.433,1.0527,-0.047876,0.056298
-1.321,-3.433,1.0551,-0.048647,0.053738
-1.2528,-3.433,1.0576,-0.049373,0.051116
-1.1847,-3.433,1.0602,-0.050048,0.048433
-1.1166,-3.433,1.0628,-0.050669,0.045694
-1.0484,-3.433,1.0654,-0.051233,0.042901
-0.98031,-3.433,1.0681,-0.051738,0.040057
-0.91218,-3.433,1.0708,-0.05221,0.037182
-0.84405,-3.433,1.0734,-0.052368,0.034395
-5,-3.5011,1,-0.00063079,0.10951
-4.9319,-3.5011,1,-0.0012898,0.10948
-4.8637,-3.5011,1.0001,-0.0019638,0.10943
-4.7956,-3.5011,1.0002,-0.0026398,0.10935
-4.7275,-3.5011,1.0003,-0.0033184,0.10925
-4.6593,-3.5011,1.0005,-0.0040004,0.10912
-4.5912,-3.5011,1.0006,-0.0046865,0.10896
-4.5231,-3.5011,1.0008,-0.0053774,0.10877
-4.455,-3.5011,1.001,-0.0060739,0.10856
-4.3868,-3.5011,1.0013,-0.0067765,0.10832
-4.3187,-3.5011,1.0016,-0.0074861,0.10805
-4.2506,-3.5011,1.0019,-0.0082032,0.10776
-4.1824,-3.5011,1.0022,-0.0089284,0.10743
-4.1143,-3.5011,1.0026,-0.0096625,0.10707
-4.0462,-3.5011,1.003,-0.010406,0.10669
-3.978,-3.5011,1.0034,-0.011159,0.10627
-3.9099,-3.5011,1.0038,-0.011923,0.10582
-3.8418,-3.5011,1.0043,-0.012697,0.10533
-3.7737,-3.5011,1.0049,-0.013483,0.10481
-3.7055,-3.5011,1.0054,-0.014281,0.10426
-3.6374,-3.5011,1.006,-0.015091,0.10367
-3.5693,-3.5011,1.0066,-0.015913,0.10304
-3.5011,-3.5011,1.0073,-0.016748,0.10238
-3.433,-3.5011,1.008,-0.017595,0.10167
-3.3649,-3.5011,1.0088,-0.018455,0.10093
-3.2967,-3.5011,1.0095,-0.019328,0.10014
-3.2286,-3.5011,1.0104,-0.020214,0.09931
-3.1605,-3.5011,1.0112,-0.021112,0.098434
-3.0923,-3.5011,1.0122,-0.022023,0.097512
-3.0242,-3.5011,1.0131,-0.022946,0.096542
-2.9561,-3.5011,1.0141,-0.023881,0.095523
-2.888,-3.5011,1.0152,-0.024826,0.094453
-2.8198,-3.5011,1.0163,-0.025782,0.093332
-2.7517,-3.5011,1.0175,-0.026747,0.092157
-2.6836,-3.5011,1.0187,-0.027721,0.090926
-2.6154,-3.5011,1.0199,-0.028702,0.08964
-2.5473,-3.5011,1.0212,-0.029689,0.088295
-2.4792,-3.5011,1.0226,-0.030682,0.086891
-2.411,-3.5011,1.0241,-0.031677,0.085426
-2.3429,-3.5011,1.0255,-0.032675,0.083899
-2.2748,-3.5011,1.0271,-0.033672,0.082309
-2.2067,-3.5011,1.0287,-0.034667,0.080655
-2.1385,-3.5011,1.0304,-0.035657,0.078935
-2.0704,-3.5011,1.0321,-0.036641,0.07715
-2.0023,-3.5011,1.0339,-0.037615,0.075297
-1.9341,-3.5011,1.0357,-0.038578,0.073378
-1.866,-3.5011,1.0377,-0.039526,0.07139
-1.7979,-3.5011,1.0396,-0.040456,0.069335
-1.7297,-3.5011,1.0417,-0.041366,0.067212
-1.6616,-3.5011,1.0438,-0.042252,0.065021
-1.5935,-3.5011,1.0459,-0.043111,0.062764
-1.5253,-3.5011,1.0482,-0.04394,0.060442
-1.4572,-3.5011,1.0504,-0.044735,0.058054
-1.3891,-3.5011,1.0528,-0.045492,0.055604
-1.321,-3.5011,1.0552,-0.046209,0.053093
-1.2528,-3.5011,1.0576,-0.046882,0.050522
-1.1847,-3.5011,1.0601,-0.047508,0.047896
-1.1166,-3.5011,1.0626,-0.048082,0.045216
-1.0484,-3.5011,1.0652,-0.048603,0.042487
-0.98031,-3.5011,1.0678,-0.049069,0.039709
-0.91218,-3.5011,1.0705,-0.049503,0.036903
-0.84405,-3.5011,1.073,-0.049645,0.034185
-5,-3.5693,1,-0.00060626,0.10885
-4.9319,-3.5693,1,-0.0012396,0.10882
-4.8637,-3.5693,1.0001,-0.0018874,0.10877
-4.7956,-3.5693,1.0002,-0.002537,0.10869
-4.7275,-3.5693,1.0003,-0.003189,0.10858
-4.6593,-3.5693,1.0005,-0.0038442,0.10845
-4.5912,-3.5693,1.0006,-0.0045033,0.10828
-4.5231,-3.5693,1.0008,-0.0051669,0.10809
-4.455,-3.5693,1.0011,-0.0058356,0.10788
-4.3868,-3.5693,1.0013,-0.0065101,0.10763
-4.3187,-3.5693,1.0016,-0.007191,0.10736
-4.2506,-3.5693,1.0019,-0.0078789,0.10705
-4.1824,-3.5693,1.0023,-0.0085745,0.10672
-4.1143,-3.5693,1.0026,-0.0092782,0.10635
-4.0462,-3.5693,1.003,-0.0099906,0.10596
-3.978,-3.5693,1.0035,-0.010712,0.10553
-3.9099,-3.5693,1.0039,-0.011443,0.10507
-3.8418,-3.5693,1.0044,-0.012185,0.10457
-3.7737,-3.5693,1.005,-0.012936,0.10404
-3.7055,-3.5693,1.0055,-0.013699,0.10348
-3.6374,-3.5693,1.0062,-0.014473,0.10288
-3.5693,-3.5693,1.0068,-0.015258,0.10224
-3.5011,-3.5693,1.0075,-0.016055,0.10156
-3.433,-3.5693,1.0082,-0.016863,0.10085
-3.3649,-3.5693,1.0089,-0.017683,0.10009
-3.2967,-3.5693,1.0097,-0.018515,0.09929
-3.2286,-3.5693,1.0106,-0.019358,0.098448
-3.1605,-3.5693,1.0115,-0.020213,0.09756
-3.0923,-3.5693,1.0124,-0.021079,0.096627
-3.0242,-3.5693,1.0134,-0.021955,0.095647
-2.9561,-3.5693,1.0144,-0.022842,0.094619
-2.888,-3.5693,1.0155,-0.023739,0.09354
-2.8198,-3.5693,1.0166,-0.024645,0.09241
-2.7517,-3.5693,1.0177,-0.025559,0.091228
-2.6836,-3.5693,1.019,-0.026481,0.089991
-2.6154,-3.5693,1.0202,-0.027408,0.0887
-2.5473,-3.5693,1.0215,-0.028341,0.087351
-2.4792,-3.5693,1.0229,-0.029278,0.085945
-2.411,-3.5693,1.0244,-0.030217,0.08448
-2.3429,-3.5693,1.0258,-0.031156,0.082955
-2.2748,-3.5693,1.0274,-0.032095,0.081368
-2.2067,-3.5693,1.029,-0.033031,0.07972
-2.1385,-3.5693,1.0307,-0.033961,0.078008
-2.0704,-3.5693,1.0324,-0.034885,0.076233
-2.0023,-3.5693,1.0342,-0.035799,0.074394
-1.9341,-3.5693,1.036,-0.0367,0.07249
-1.866,-3.5693,1.0379,-0.037588,0.070522
-1.7979,-3.5693,1.0399,-0.038458,0.068488
-1.7297,-3.5693,1.0419,-0.039308,0.066391
-1.6616,-3.5693,1.0439,-0.040135,0.064229
-1.5935,-3.5693,1.0461,-0.040935,0.062004
-1.5253,-3.5693,1.0483,-0.041707,0.059716
-1.4572,-3.5693,1.0505,-0.042446,0.057367
-1.3891,-3.5693,1.0528,-0.04315,0.054959
-1.321,-3.5693,1.0552,-0.043816,0.052494
-1.2528,-3.5693,1.0576,-0.04444,0.049973
-1.1847,-3.5693,1.06,-0.045019,0.047399
-1.1166,-3.5693,1.0625,-0.04555,0.044775
-1.0484,-3.5693,1.065,-0.046031,0.042105
-0.98031,-3.5693,1.0676,-0.04646,0.039389
-0.91218,-3.5693,1.0702,-0.046859,0.036647
-0.84405,-3.5693,1.0726,-0.046987,0.033993
-5,-3.6374,1,-0.00058109,0.10821
-4.9319,-3.6374,1.0001,-0.0011881,0.10819
-4.8637,-3.6374,1.0001,-0.001809,0.10814
-4.7956,-3.6374,1.0002,-0.0024315,0.10805
-4.7275,-3.6374,1.0003,-0.0030564,0.10794
-4.6593,-3.6374,1.0005,-0.0036841,0.1078
-4.5912,-3.6374,1.0007,-0.0043155,0.10764
-4.5231,-3.6374,1.0009,-0.0049511,0.10744
-4.455,-3.6374,1.0011,-0.0055914,0.10722
-4.3868,-3.6374,1.0014,-0.0062371,0.10697
-4.3187,-3.6374,1.0016,-0.0068889,0.10669
-4.2506,-3.6374,1.002,-0.0075471,0.10638
-4.1824,-3.6374,1.0023,-0.0082124,0.10603
-4.1143,-3.6374,1.0027,-0.0088852,0.10566
-4.0462,-3.6374,1.0031,-0.0095661,0.10526
-3.978,-3.6374,1.0036,-0.010256,0.10482
-3.9099,-3.6374,1.004,-0.010954,0.10435
-3.8418,-3.6374,1.0045,-0.011662,0.10385
-3.7737,-3.6374,1.0051,-0.012379,0.10331
-3.7055,-3.6374,1.0057,-0.013106,0.10273
-3.6374,-3.6374,1.0063,-0.013844,0.10212
-3.5693,-3.6374,1.0069,-0.014592,0.10147
-3.5011,-3.6374,1.0076,-0.01535,0.10079
-3.433,-3.6374,1.0084,-0.016119,0.10006
-3.3649,-3.6374,1.0091,-0.016899,0.09929
-3.2967,-3.6374,1.0099,-0.01769,0.098481
-3.2286,-3.6374,1.0108,-0.018491,0.097628
-3.1605,-3.6374,1.0117,-0.019302,0.096731
-3.0923,-3.6374,1.0126,-0.020123,0.095788
-3.0242,-3.6374,1.0136,-0.020954,0.094799
-2.9561,-3.6374,1.0146,-0.021795,0.093761
-2.888,-3.6374,1.0157,-0.022644,0.092675
-2.8198,-3.6374,1.0168,-0.0235,0.091538
-2.7517,-3.6374,1.018,-0.024364,0.090349
-2.6836,-3.6374,1.0192,-0.025235,0.089108
-2.6154,-3.6374,1.0205,-0.02611,0.087812
-2.5473,-3.6374,1.0218,-0.02699,0.086461
-2.4792,-3.6374,1.0232,-0.027872,0.085054
-2.411,-3.6374,1.0246,-0.028756,0.083589
-2.3429,-3.6374,1.0261,-0.02964,0.082067
-2.2748,-3.6374,1.0277,-0.030522,0.080484
-2.2067,-3.6374,1.0293,-0.0314,0.078842
-2.1385,-3.6374,1.0309,-0.032273,0.077139
-2.0704,-3.6374,1.0326,-0.033139,0.075374
-2.0023,-3.6374,1.0344,-0.033995,0.073548
-1.9341,-3.6374,1.0362,-0.034838,0.07166
-1.866,-3.6374,1.0381,-0.035668,0.06971
-1.7979,-3.6374,1.04,-0.03648,0.067698
-1.7297,-3.6374,1.042,-0.037273,0.065625
-1.6616,-3.6374,1.0441,-0.038044,0.06349
-1.5935,-3.6374,1.0462,-0.038789,0.061295
-1.5253,-3.6374,1.0484,-0.039507,0.059041
-1.4572,-3.6374,1.0506,-0.040194,0.05673
-1.3891,-3.6374,1.0528,-0.040848,0.054362
-1.321,-3.6374,1.0551,-0.041465,0.051939
-1.2528,-3.6374,1.0575,-0.042043,0.049464
-1.1847,-3.6374,1.0599,-0.042578,0.04694
-1.1166,-3.6374,1.0623,-0.043069,0.044369
-1.0484,-3.6374,1.0648,-0.043512,0.041753
-0.98031,-3.6374,1.0673,-0.043907,0.039096
-0.91218,-3.6374,1.0699,-0.044275,0.036414
-0.84405,-3.6374,1.0723,-0.044389,0.033819
-5,-3.7055,1,-0.00055532,0.10761
-4.9319,-3.7055,1.0001,-0.0011355,0.10758
-4.8637,-3.7055,1.0001,-0.0017287,0.10753
-4.7956,-3.7055,1.0002,-0.0023236,0.10744
-4.7275,-3.7055,1.0003,-0.0029206,0.10733
-4.6593,-3.7055,1.0005,-0.0035203,0.10719
-4.5912,-3.7055,1.0007,-0.0041234,0.10702
-4.5231,-3.7055,1.0009,-0.0047304,0.10682
-4.455,-3.7055,1.0011,-0.0053418,0.10659
-4.3868,-3.7055,1.0014,-0.0059582,0.10633
-4.3187,-3.7055,1.0017,-0.0065801,0.10605
-4.2506,-3.7055,1.002,-0.0072081,0.10573
-4.1824,-3.7055,1.0024,-0.0078427,0.10538
-4.1143,-3.7055,1.0028,-0.0084842,0.105
-4.0462,-3.7055,1.0032,-0.0091332,0.10459
-3.978,-3.7055,1.0036,-0.00979,0.10414
-3.9099,-3.7055,1.0041,-0.010455,0.10367
-3.8418,-3.7055,1.0046,-0.011129,0.10315
-3.7737,-3.7055,1.0052,-0.011811,0.10261
-3.7055,-3.7055,1.0058,-0.012503,0.10202
-3.6374,-3.7055,1.0064,-0.013204,0.1014
-3.5693,-3.7055,1.0071,-0.013915,0.10074
-3.5011,-3.7055,1.0078,-0.014635,0.10005
-3.433,-3.7055,1.0085,-0.015365,0.099309
-3.3649,-3.7055,1.0093,-0.016105,0.098532
-3.2967,-3.7055,1.0101,-0.016854,0.097712
-3.2286,-3.7055,1.011,-0.017613,0.09685
-3.1605,-3.7055,1.0119,-0.018382,0.095944
-3.0923,-3.7055,1.0128,-0.019159,0.094993
-3.0242,-3.7055,1.0138,-0.019945,0.093995
-2.9561,-3.7055,1.0148,-0.020739,0.092951
-2.888,-3.7055,1.0159,-0.02154,0.091857
-2.8198,-3.7055,1.017,-0.022349,0.090714
-2.7517,-3.7055,1.0182,-0.023164,0.08952
-2.6836,-3.7055,1.0195,-0.023984,0.088275
-2.6154,-3.7055,1.0207,-0.024808,0.086976
-2.5473,-3.7055,1.0221,-0.025636,0.085624
-2.4792,-3.7055,1.0234,-0.026466,0.084216
-2.411,-3.7055,1.0249,-0.027296,0.082753
-2.3429,-3.7055,1.0264,-0.028126,0.081232
-2.2748,-3.7055,1.0279,-0.028953,0.079655
-2.2067,-3.7055,1.0295,-0.029776,0.078019
-2.1385,-3.7055,1.0311,-0.030594,0.076324
-2.0704,-3.7055,1.0328,-0.031403,0.074571
-2.0023,-3.7055,1.0346,-0.032203,0.072758
-1.9341,-3.7055,1.0364,-0.032992,0.070885
-1.866,-3.7055,1.0383,-0.033766,0.068953
-1.7979,-3.7055,1.0402,-0.034523,0.066962
-1.7297,-3.7055,1.0422,-0.035262,0.064911
-1.6616,-3.7055,1.0442,-0.035979,0.062803
-1.5935,-3.7055,1.0463,-0.036672,0.060637
-1.5253,-3.7055,1.0484,-0.037339,0.058415
-1.4572,-3.7055,1.0506,-0.037977,0.056138
-1.3891,-3.7055,1.0528,-0.038582,0.053808
-1.321,-3.7055,1.0551,-0.039154,0.051426
-1.2528,-3.7055,1.0574,-0.039688,0.048994
-1.1847,-3.7055,1.0598,-0.040183,0.046516
-1.1166,-3.7055,1.0621,-0.040636,0.043994
-1.0484,-3.7055,1.0646,-0.041045,0.04143
-0.98031,-3.7055,1.067,-0.041408,0.038827
-0.91218,-3.7055,1.0695,-0.041746,0.0362
-0.84405,-3.7055,1.0719,-0.041849,0.033661
-5,-3.7737,1,-0.00052901,0.10703
-4.9319,-3.7737,1.0001,-0.0010816,0.107
-4.8637,-3.7737,1.0001,-0.0016468,0.10695
-4.7956,-3.7737,1.0002,-0.0022134,0.10686
-4.7275,-3.7737,1.0003,-0.002782,0.10674
-4.6593,-3.7737,1.0005,-0.0033531,0.1066
-4.5912,-3.7737,1.0007,-0.0039273,0.10643
-4.5231,-3.7737,1.0009,-0.0045051,0.10623
-4.455,-3.7737,1.0011,-0.0050871,0.10599
-4.3868,-3.7737,1.0014,-0.0056737,0.10573
-4.3187,-3.7737,1.0017,-0.0062654,0.10544
-4.2506,-3.7737,1.002,-0.0068627,0.10512
-4.1824,-3.7737,1.0024,-0.007466,0.10476
-4.1143,-3.7737,1.0028,-0.0080758,0.10437
-4.0462,-3.7737,1.0032,-0.0086925,0.10396
-3.978,-3.7737,1.0037,-0.0093164,0.1035
-3.9099,-3.7737,1.0042,-0.0099479,0.10302
-3.8418,-3.7737,1.0047,-0.010587,0.1025
-3.7737,-3.7737,1.0053,-0.011235,0.10194
-3.7055,-3.7737,1.0059,-0.011891,0.10135
-3.6374,-3.7737,1.0065,-0.012555,0.10072
-3.5693,-3.7737,1.0072,-0.013229,0.10005
-3.5011,-3.7737,1.0079,-0.013911,0.099345
-3.433,-3.7737,1.0086,-0.014602,0.098599
-3.3649,-3.7737,1.0094,-0.015301,0.097813
-3.2967,-3.7737,1.0103,-0.01601,0.096985
-3.2286,-3.7737,1.0111,-0.016727,0.096115
-3.1605,-3.7737,1.012,-0.017453,0.095201
-3.0923,-3.7737,1.013,-0.018186,0.094242
-3.0242,-3.7737,1.014,-0.018927,0.093237
-2.9561,-3.7737,1.015,-0.019676,0.092186
-2.888,-3.7737,1.0161,-0.020431,0.091086
-2.8198,-3.7737,1.0173,-0.021192,0.089938
-2.7517,-3.7737,1.0184,-0.021958,0.08874
-2.6836,-3.7737,1.0197,-0.022729,0.087491
-2.6154,-3.7737,1.021,-0.023504,0.08619
-2.5473,-3.7737,1.0223,-0.024281,0.084837
-2.4792,-3.7737,1.0237,-0.025059,0.083429
-2.411,-3.7737,1.0251,-0.025837,0.081968
-2.3429,-3.7737,1.0266,-0.026614,0.080451
-2.2748,-3.7737,1.0281,-0.027389,0.078878
-2.2067,-3.7737,1.0297,-0.028158,0.077249
-2.1385,-3.7737,1.0313,-0.028922,0.075563
-2.0704,-3.7737,1.033,-0.029678,0.07382
-2.0023,-3.7737,1.0348,-0.030425,0.07202
-1.9341,-3.7737,1.0366,-0.031159,0.070162
-1.866,-3.7737,1.0384,-0.03188,0.068247
-1.7979,-3.7737,1.0403,-0.032585,0.066276
-1.7297,-3.7737,1.0423,-0.033272,0.064248
-1.6616,-3.7737,1.0443,-0.033938,0.062164
-1.5935,-3.7737,1.0463,-0.034582,0.060026
-1.5253,-3.7737,1.0484,-0.0352,0.057834
-1.4572,-3.7737,1.0506,-0.035791,0.05559
-1.3891,-3.7737,1.0528,-0.036352,0.053295
-1.321,-3.7737,1.055,-0.036881,0.050951
-1.2528,-3.7737,1.0573,-0.037375,0.04856
-1.1847,-3.7737,1.0596,-0.037831,0.046126
-1.1166,-3.7737,1.062,-0.038249,0.043649
-1.0484,-3.7737,1.0643,-0.038625,0.041133
-0.98031,-3.7737,1.0668,-0.038959,0.03858
-0.91218,-3.7737,1.0692,-0.039269,0.036006
-0.84405,-3.7737,1.0715,-0.039361,0.033518
-5,-3.8418,1,-0.00050219,0.10648
-4.9319,-3.8418,1.0001,-0.0010268,0.10645
-4.8637,-3.8418,1.0001,-0.0015632,0.1064
-4.7956,-3.8418,1.0002,-0.0021011,0.10631
-4.7275,-3.8418,1.0003,-0.0026407,0.10619
-4.6593,-3.8418,1.0005,-0.0031827,0.10604
-4.5912,-3.8418,1.0007,-0.0037275,0.10587
-4.5231,-3.8418,1.0009,-0.0042757,0.10566
-4.455,-3.8418,1.0012,-0.0048277,0.10542
-4.3868,-3.8418,1.0014,-0.005384,0.10516
-4.3187,-3.8418,1.0017,-0.005945,0.10486
-4.2506,-3.8418,1.0021,-0.0065111,0.10453
-4.1824,-3.8418,1.0024,-0.0070829,0.10417
-4.1143,-3.8418,1.0029,-0.0076606,0.10378
-4.0462,-3.8418,1.0033,-0.0082446,0.10335
-3.978,-3.8418,1.0038,-0.0088352,0.10289
-3.9099,-3.8418,1.0043,-0.0094328,0.1024
-3.8418,-3.8418,1.0048,-0.010038,0.10187
-3.7737,-3.8418,1.0054,-0.01065,0.10131
-3.7055,-3.8418,1.006,-0.01127,0.10071
-3.6374,-3.8418,1.0066,-0.011898,0.10007
-3.5693,-3.8418,1.0073,-0.012534,0.099396
-3.5011,-3.8418,1.008,-0.013178,0.098682
-3.433,-3.8418,1.0088,-0.01383,0.097929
-3.3649,-3.8418,1.0096,-0.014489,0.097135
-3.2967,-3.8418,1.0104,-0.015157,0.096299
-3.2286,-3.8418,1.0113,-0.015833,0.095421
-3.1605,-3.8418,1.0122,-0.016516,0.0945
-3.0923,-3.8418,1.0132,-0.017206,0.093534
-3.0242,-3.8418,1.0142,-0.017903,0.092524
-2.9561,-3.8418,1.0152,-0.018606,0.091466
-2.888,-3.8418,1.0163,-0.019316,0.090362
-2.8198,-3.8418,1.0174,-0.02003,0.089209
-2.7517,-3.8418,1.0186,-0.020749,0.088008
-2.6836,-3.8418,1.0199,-0.021472,0.086756
-2.6154,-3.8418,1.0211,-0.022197,0.085453
-2.5473,-3.8418,1.0225,-0.022925,0.084099
-2.4792,-3.8418,1.0239,-0.023653,0.082693
-2.411,-3.8418,1.0253,-0.02438,0.081233
-2.3429,-3.8418,1.0268,-0.025106,0.07972
-2.2748,-3.8418,1.0283,-0.025829,0.078152
-2.2067,-3.8418,1.0299,-0.026547,0.07653
-2.1385,-3.8418,1.0315,-0.027259,0.074853
-2.0704,-3.8418,1.0332,-0.027964,0.07312
-2.0023,-3.8418,1.0349,-0.028659,0.071332
-1.9341,-3.8418,1.0367,-0.029342,0.069489
-1.866,-3.8418,1.0386,-0.030012,0.067591
-1.7979,-3.8418,1.0404,-0.030666,0.065639
-1.7297,-3.8418,1.0424,-0.031304,0.063632
-1.6616,-3.8418,1.0444,-0.031922,0.061572
-1.5935,-3.8418,1.0464,-0.032518,0.05946
-1.5253,-3.8418,1.0485,-0.03309,0.057296
-1.4572,-3.8418,1.0506,-0.033637,0.055083
-1.3891,-3.8418,1.0527,-0.034155,0.052821
-1.321,-3.8418,1.0549,-0.034643,0.050513
-1.2528,-3.8418,1.0572,-0.035098,0.04816
-1.1847,-3.8418,1.0595,-0.035519,0.045766
-1.1166,-3.8418,1.0618,-0.035903,0.043332
-1.0484,-3.8418,1.0641,-0.036249,0.040861
-0.98031,-3.8418,1.0665,-0.036556,0.038355
-0.91218,-3.8418,1.0689,-0.03684,0.035828
-0.84405,-3.8418,1.0712,-0.036922,0.033388
-5,-3.9099,1,-0.00047489,0.10596
-4.9319,-3.9099,1.0001,-0.00097097,0.10593
-4.8637,-3.9099,1.0001,-0.0014782,0.10587
-4.7956,-3.9099,1.0002,-0.0019868,0.10578
-4.7275,-3.9099,1.0004,-0.002497,0.10566
-4.6593,-3.9099,1.0005,-0.0030094,0.10551
-4.5912,-3.9099,1.0007,-0.0035244,0.10534
-4.5231,-3.9099,1.0009,-0.0040424,0.10513
-4.455,-3.9099,1.0012,-0.004564,0.10489
-4.3868,-3.9099,1.0015,-0.0050896,0.10462
-4.3187,-3.9099,1.0018,-0.0056195,0.10431
-4.2506,-3.9099,1.0021,-0.0061541,0.10398
-4.1824,-3.9099,1.0025,-0.0066938,0.10361
-4.1143,-3.9099,1.0029,-0.007239,0.10322
-4.0462,-3.9099,1.0033,-0.00779,0.10278
-3.978,-3.9099,1.0038,-0.0083472,0.10232
-3.9099,-3.9099,1.0043,-0.0089107,0.10182
-3.8418,-3.9099,1.0049,-0.0094808,0.10128
-3.7737,-3.9099,1.0054,-0.010058,0.10071
-3.7055,-3.9099,1.0061,-0.010642,0.10011
-3.6374,-3.9099,1.0067,-0.011233,0.099462
-3.5693,-3.9099,1.0074,-0.011831,0.09878
-3.5011,-3.9099,1.0081,-0.012437,0.098058
-3.433,-3.9099,1.0089,-0.01305,0.097298
-3.3649,-3.9099,1.0097,-0.01367,0.096497
-3.2967,-3.9099,1.0105,-0.014297,0.095654
-3.2286,-3.9099,1.0114,-0.014931,0.09477
-3.1605,-3.9099,1.0123,-0.015572,0.093842
-3.0923,-3.9099,1.0133,-0.016219,0.09287
-3.0242,-3.9099,1.0143,-0.016873,0.091854
-2.9561,-3.9099,1.0154,-0.017532,0.090792
-2.888,-3.9099,1.0165,-0.018196,0.089683
-2.8198,-3.9099,1.0176,-0.018864,0.088526
-2.7517,-3.9099,1.0188,-0.019536,0.087322
-2.6836,-3.9099,1.02,-0.020212,0.086068
-2.6154,-3.9099,1.0213,-0.020889,0.084765
-2.5473,-3.9099,1.0227,-0.021568,0.08341
-2.4792,-3.9099,1.024,-0.022247,0.082005
-2.411,-3.9099,1.0255,-0.022926,0.080548
-2.3429,-3.9099,1.0269,-0.023602,0.079038
-2.2748,-3.9099,1.0285,-0.024275,0.077476
-2.2067,-3.9099,1.03,-0.024943,0.075861
-2.1385,-3.9099,1.0317,-0.025605,0.074192
-2.0704,-3.9099,1.0333,-0.026259,0.07247
-2.0023,-3.9099,1.0351,-0.026904,0.070694
-1.9341,-3.9099,1.0368,-0.027538,0.068865
-1.866,-3.9099,1.0387,-0.028159,0.066983
-1.7979,-3.9099,1.0405,-0.028766,0.065048
-1.7297,-3.9099,1.0425,-0.029356,0.063062
-1.6616,-3.9099,1.0444,-0.029927,0.061024
-1.5935,-3.9099,1.0464,-0.030478,0.058936
-1.5253,-3.9099,1.0485,-0.031007,0.056799
-1.4572,-3.9099,1.0506,-0.031511,0.054614
-1.3891,-3.9099,1.0527,-0.031989,0.052384
-1.321,-3.9099,1.0549,-0.032438,0.050109
-1.2528,-3.9099,1.0571,-0.032858,0.047792
-1.1847,-3.9099,1.0593,-0.033245,0.045435
-1.1166,-3.9099,1.0616,-0.033597,0.04304
-1.0484,-3.9099,1.0639,-0.033915,0.040611
-0.98031,-3.9099,1.0662,-0.034195,0.038149
-0.91218,-3.9099,1.0686,-0.034456,0.035666
-0.84405,-3.9099,1.0708,-0.034529,0.03327
-5,-3.978,1,-0.00044715,0.10547
-4.9319,-3.978,1.0001,-0.00091426,0.10544
-4.8637,-3.978,1.0001,-0.0013919,0.10538
-4.7956,-3.978,1.0002,-0.0018707,0.10529
-4.7275,-3.978,1.0004,-0.002351,0.10517
-4.6593,-3.978,1.0005,-0.0028333,0.10502
-4.5912,-3.978,1.0007,-0.003318,0.10483
-4.5231,-3.978,1.0009,-0.0038056,0.10462
-4.455,-3.978,1.0012,-0.0042964,0.10438
-4.3868,-3.978,1.0015,-0.0047908,0.1041
-4.3187,-3.978,1.0018,-0.0052892,0.1038
