Points:0,Points:1,U:0,U:1,p
0,0.53392,0.21881,0.017525,-0.49276
0,0.56892,0.42125,0.053793,-0.47229
0,0.60503,0.60898,0.10132,-0.45049
0,0.64229,0.77609,0.15212,-0.42696
0,0.68074,0.9178,0.19987,-0.40097
0,0.72041,1.0316,0.24043,-0.37309
0,0.76135,1.1177,0.27152,-0.34424
0,0.80359,1.1784,0.29252,-0.31541
0,0.84717,1.2176,0.30414,-0.28746
0,0.89214,1.24,0.30788,-0.26105
0,0.93854,1.25,0.30557,-0.23656
0,0.98642,1.2518,0.29897,-0.21416
0,1.0358,1.2483,0.28963,-0.19383
0,1.0868,1.242,0.27869,-0.1755
0,1.1394,1.2344,0.26701,-0.15898
0,1.1937,1.2261,0.25479,-0.14364
0.5,0,-0.00078928,-2.91E-10,-0.26492
0.53392,0,-0.0037375,-4.37E-10,-0.26655
0.56892,0,-0.011115,-6.40E-10,-0.2694
0.60503,0,-0.020756,-6.98E-10,-0.27127
0.64229,0,-0.031413,-5.82E-10,-0.27222
0.68074,0,-0.04224,-4.66E-10,-0.27255
0.72041,0,-0.052742,-4.66E-10,-0.27238
0.76135,0,-0.062608,-3.49E-10,-0.27177
0.80359,0,-0.07165,-2.33E-10,-0.27078
0.84717,0,-0.079767,-1.75E-10,-0.26943
0.89214,0,-0.086911,0,-0.26774
0.93854,0,-0.093071,1.75E-10,-0.26572
0.98642,0,-0.098259,4.07E-10,-0.26338
1.0358,0,-0.1025,7.28E-10,-0.26073
1.0868,0,-0.10581,1.14E-09,-0.25777
1.1394,0,-0.1082,1.66E-09,-0.25448
1.1937,0,-0.10982,2.28E-09,-0.25087
0.49931,0.026168,-0.00092396,0.0027778,-0.26541
0.53319,0.027943,-0.003917,0.0044724,-0.26701
0.56814,0.029775,-0.011322,0.0071892,-0.26981
0.6042,0.031665,-0.020884,0.0087607,-0.27164
0.64141,0.033615,-0.031385,0.0095293,-0.27256
0.67981,0.035627,-0.041997,0.0097365,-0.27286
0.71943,0.037704,-0.052239,0.0095531,-0.27267
0.76031,0.039846,-0.061805,0.009102,-0.27204
0.80249,0.042056,-0.070514,0.0084715,-0.27104
0.84601,0.044337,-0.078266,0.007724,-0.26967
0.89092,0.046691,-0.085015,0.0069034,-0.26797
0.93725,0.049119,-0.09075,0.00604,-0.26595
0.98506,0.051625,-0.095481,0.0051539,-0.26361
1.0344,0.054211,-0.099237,0.0042567,-0.26096
1.0853,0.056878,-0.10204,0.0033469,-0.258
1.1378,0.059631,-0.10384,0.0024261,-0.25467
1.192,0.062471,-0.10495,0.0015376,-0.25108
0.49726,0.052264,-0.0013188,0.0054463,-0.26686
0.53099,0.05581,-0.0044423,0.0087716,-0.26838
0.5658,0.059468,-0.011925,0.014103,-0.27102
0.60172,0.063243,-0.021249,0.017187,-0.27273
0.63877,0.067138,-0.031283,0.018691,-0.27355
0.67701,0.071157,-0.041254,0.019091,-0.27378
0.71647,0.075304,-0.050717,0.01872,-0.27352
0.75718,0.079583,-0.059389,0.017821,-0.27284
0.79918,0.083998,-0.067101,0.016567,-0.27179
0.84253,0.088553,-0.073762,0.015083,-0.2704
0.88725,0.093254,-0.07933,0.013455,-0.26868
0.9334,0.098104,-0.083794,0.011743,-0.26663
0.98101,0.10311,-0.087163,0.0099874,-0.26428
1.0301,0.10827,-0.089471,0.0082116,-0.26163
1.0808,0.1136,-0.090739,0.0064152,-0.25866
1.1331,0.1191,-0.090791,0.0046149,-0.2552
1.1871,0.12477,-0.090401,0.002887,-0.25172
0.49384,0.078217,-0.0019469,0.0079034,-0.26923
0.52735,0.083523,-0.0052748,0.012734,-0.27062
0.56191,0.088998,-0.01287,0.020481,-0.27301
0.59758,0.094648,-0.021795,0.024959,-0.2745
0.63439,0.10048,-0.031053,0.027134,-0.27517
0.67236,0.10649,-0.039963,0.027694,-0.27526
0.71154,0.1127,-0.048137,0.027126,-0.2749
0.75198,0.1191,-0.055327,0.025785,-0.27413
0.79369,0.12571,-0.06139,0.023924,-0.27301
0.83674,0.13253,-0.066246,0.021726,-0.27156
0.88115,0.13956,-0.069859,0.019316,-0.26979
0.92698,0.14682,-0.072222,0.016785,-0.26771
0.97427,0.15431,-0.07334,0.014193,-0.26533
1.0231,0.16204,-0.073253,0.011575,-0.26267
1.0734,0.17001,-0.071992,0.0089366,-0.2597
1.1254,0.17824,-0.069164,0.0063376,-0.25603
1.179,0.18673,-0.0663,0.0038738,-0.25271
0.48907,0.10396,-0.0027662,0.01006,-0.27247
0.52225,0.11101,-0.0063531,0.016216,-0.27367
0.55649,0.11828,-0.01407,0.026088,-0.27571
0.59181,0.12579,-0.022424,0.031787,-0.27692
0.62826,0.13354,-0.030601,0.034535,-0.27736
0.66587,0.14153,-0.038039,0.035205,-0.27726
0.70467,0.14978,-0.044424,0.034425,-0.27674
0.74471,0.15829,-0.049561,0.032649,-0.27585
0.78603,0.16708,-0.053335,0.030204,-0.27462
0.82866,0.17614,-0.055687,0.027323,-0.27308
0.87264,0.18549,-0.056592,0.024172,-0.27124
0.91803,0.19513,-0.056043,0.020867,-0.2691
0.96486,0.20509,-0.054046,0.017488,-0.26668
1.0132,0.21536,-0.050645,0.014084,-0.264
1.063,0.22596,-0.045895,0.010667,-0.261
1.1145,0.23689,-0.03909,0.007383,-0.25707
1.1676,0.24818,-0.032838,0.0043524,-0.25397
0.48296,0.12941,-0.0037223,0.011847,-0.27648
0.51573,0.13819,-0.007597,0.019101,-0.27745
0.54953,0.14725,-0.015406,0.030729,-0.27907
0.58442,0.15659,-0.023008,0.037423,-0.27991
0.62041,0.16624,-0.029797,0.040612,-0.28006
0.65755,0.17619,-0.035356,0.041327,-0.27972
0.69587,0.18646,-0.039464,0.040311,-0.27899
0.73541,0.19705,-0.041985,0.038108,-0.27792
0.7762,0.20798,-0.042848,0.035106,-0.27655
0.8183,0.21926,-0.042015,0.031588,-0.27489
0.86174,0.2309,-0.039477,0.027749,-0.27294
0.90656,0.24291,-0.03523,0.023733,-0.27072
0.95281,0.2553,-0.029282,0.019637,-0.26822
1.0005,0.26809,-0.021682,0.015524,-0.2655
1.0498,0.28128,-0.012525,0.01141,-0.26247
1.1006,0.2949,-0.00069493,0.0075842,-0.2582
1.153,0.30894,0.0097679,0.004218,-0.2554
0.47553,0.15451,-0.0047533,0.013214,-0.28119
0.50779,0.16499,-0.0089118,0.021303,-0.2819
0.54107,0.17581,-0.016736,0.034255,-0.28301
0.57542,0.18696,-0.023379,0.041672,-0.28342
0.61086,0.19848,-0.028465,0.04514,-0.28321
0.64742,0.21036,-0.03174,0.045813,-0.28257
0.68515,0.22262,-0.033086,0.044531,-0.28157
0.72409,0.23527,-0.032439,0.041909,-0.28028
0.76426,0.24832,-0.029776,0.038389,-0.27871
0.80571,0.26179,-0.025092,0.03429,-0.27688
0.84847,0.27569,-0.018392,0.029838,-0.2748
0.8926,0.29002,-0.0096848,0.025194,-0.27246
0.93814,0.30482,0.0010209,0.020476,-0.26987
0.98512,0.32009,0.013669,0.015756,-0.26707
1.0336,0.33584,0.028109,0.011049,-0.26399
1.0836,0.35209,0.045942,0.0068596,-0.25927
1.1352,0.36886,0.061316,0.0034347,-0.25688
0.46679,0.17918,-0.0057929,0.014134,-0.28652
0.49846,0.19134,-0.010193,0.022769,-0.28693
0.53113,0.20388,-0.017895,0.036566,-0.28747
0.56485,0.21682,-0.023338,0.044397,-0.28738
0.59963,0.23018,-0.026387,0.047954,-0.28675
0.63553,0.24396,-0.02696,0.048485,-0.28573
0.67256,0.25817,-0.025052,0.046902,-0.28441
0.71078,0.27284,-0.020684,0.043872,-0.28283
0.75021,0.28798,-0.013884,0.039882,-0.28102
0.7909,0.3036,-0.0046861,0.035279,-0.27899
0.83288,0.31971,0.0068806,0.030311,-0.27673
0.8762,0.33634,0.020794,0.025155,-0.27424
0.9209,0.3535,0.037037,0.019939,-0.27151
0.96702,0.3712,0.055543,0.014745,-0.26862
1.0146,0.38947,0.076087,0.0095778,-0.26547
1.0637,0.40832,0.10082,0.0052483,-0.26019
1.1144,0.42777,0.12167,0.0020765,-0.25831
0.45677,0.20337,-0.0067745,0.014601,-0.29238
0.48776,0.21716,-0.011332,0.023478,-0.29248
0.51973,0.2314,-0.018701,0.037614,-0.29239
0.55272,0.24609,-0.022652,0.045522,-0.29174
0.58676,0.26124,-0.023293,0.048964,-0.29061
0.62189,0.27688,-0.02072,0.049242,-0.28916
0.65813,0.29302,-0.01505,0.04732,-0.28745
0.69553,0.30967,-0.0063894,0.043905,-0.28554
0.73411,0.32685,0.0051687,0.039512,-0.28343
0.77393,0.34457,0.019547,0.034508,-0.28115
0.81501,0.36287,0.036685,0.029155,-0.27867
0.8574,0.38174,0.056535,0.02364,-0.27599
0.90114,0.40121,0.079066,0.018096,-0.2731
0.94627,0.42131,0.1042,0.01261,-0.27007
0.99283,0.44204,0.13159,0.0071529,-0.26683
1.0409,0.46343,0.16401,0.0029477,-0.26088
1.0905,0.48551,0.19075,0.00036196,-0.25963
0.4455,0.227,-0.0076328,0.014626,-0.29873
0.47573,0.24239,-0.012214,0.02344,-0.29849
0.50691,0.25828,-0.018954,0.037397,-0.29773
0.53909,0.27468,-0.021055,0.045038,-0.29646
0.57229,0.2916,-0.018865,0.048149,-0.29477
0.60655,0.30905,-0.012658,0.048065,-0.29282
0.64189,0.32706,-0.0026781,0.045778,-0.29066
0.67837,0.34565,0.010874,0.042018,-0.28835
0.716,0.36482,0.027836,0.037316,-0.28591
0.75483,0.38461,0.048077,0.032051,-0.28332
0.7949,0.40502,0.071491,0.026492,-0.28058
0.83624,0.42609,0.097997,0.020827,-0.27767
0.8789,0.44782,0.12753,0.015187,-0.27458
0.92292,0.47025,0.15997,0.0096528,-0.27138
0.96834,0.49339,0.19485,0.0041292,-0.26804
1.0152,0.51727,0.23558,0.00035595,-0.26128
1.0636,0.54191,0.26839,-0.0013213,-0.26077
0.43301,0.25,-0.0083052,0.014232,-0.30555
0.46239,0.26696,-0.012724,0.022685,-0.30495
0.4927,0.28446,-0.018442,0.03596,-0.30347
0.52397,0.30252,-0.018251,0.042992,-0.30151
0.55624,0.32115,-0.012733,0.045569,-0.29921
0.58954,0.34037,-0.0023424,0.045029,-0.29669
0.6239,0.36021,0.012547,0.042374,-0.29403
0.65935,0.38067,0.031635,0.03834,-0.29127
0.69593,0.40179,0.05468,0.033465,-0.28843
0.73367,0.42358,0.081483,0.02813,-0.2855
0.77261,0.44607,0.11188,0.022603,-0.28246
0.8128,0.46927,0.14573,0.017067,-0.27929
0.85426,0.49321,0.1829,0.01164,-0.27596
0.89705,0.51791,0.22323,0.0063824,-0.27255
0.94119,0.5434,0.26604,0.0010842,-0.26907
0.98674,0.56969,0.31541,-0.0019067,-0.26139
1.0337,0.59683,0.35417,-0.0024116,-0.26168
0.41934,0.27232,-0.0087306,0.01345,-0.31282
0.44778,0.29079,-0.012744,0.021263,-0.31184
0.47713,0.30985,-0.016936,0.033381,-0.30959
0.50742,0.32952,-0.013912,0.039492,-0.3069
0.53867,0.34982,-0.0044822,0.041357,-0.30392
0.57092,0.37076,0.010719,0.0403,-0.30078
0.60419,0.39237,0.031184,0.037312,-0.29756
0.63852,0.41466,0.056503,0.033125,-0.29431
0.67394,0.43766,0.086343,0.028269,-0.29103
0.7105,0.4614,0.12042,0.02312,-0.28771
0.74821,0.48589,0.15848,0.017937,-0.28433
0.78713,0.51117,0.20028,0.012888,-0.28086
0.82728,0.53724,0.24559,0.0080693,-0.27726
0.86871,0.56415,0.29416,0.0035017,-0.27357
0.91146,0.59191,0.34507,-0.0012126,-0.26993
0.95557,0.62056,0.40295,-0.0030639,-0.26125
1.0011,0.65011,0.44715,-0.0022628,-0.26235
0.40451,0.29389,-0.0088475,0.012316,-0.32057
0.43195,0.31383,-0.012153,0.019236,-0.31919
0.46026,0.3344,-0.014197,0.029773,-0.31613
0.48948,0.35563,-0.0076863,0.034696,-0.31264
0.51963,0.37753,0.0063399,0.035722,-0.30894
0.55073,0.40013,0.027064,0.034138,-0.30513
0.58283,0.42345,0.053839,0.030913,-0.3013
0.61594,0.44751,0.086132,0.026756,-0.29751
0.65012,0.47234,0.1235,0.022181,-0.29375
0.68537,0.49795,0.16553,0.017548,-0.29001
0.72175,0.52439,0.21185,0.0131,-0.28626
0.75929,0.55166,0.26207,0.0089827,-0.28243
0.79803,0.5798,0.3158,0.0052528,-0.2785
0.83799,0.60884,0.37261,0.0018635,-0.27448
0.87923,0.6388,0.43136,-0.0018622,-0.2706
0.92179,0.66972,0.49696,-0.0022678,-0.26092
0.96569,0.70162,0.54557,-0.00034829,-0.26282
0.38857,0.31466,-0.0085918,0.010865,-0.32883
0.41493,0.33601,-0.01082,0.016672,-0.32703
0.44213,0.35803,-0.009967,0.025273,-0.32311
0.4702,0.38076,0.0008004,0.028809,-0.31878
0.49916,0.40421,0.020209,0.028938,-0.3143
0.52904,0.4284,0.047252,0.026893,-0.30978
0.55987,0.45337,0.081127,0.023601,-0.30531
0.59168,0.47913,0.12116,0.019737,-0.30094
0.6245,0.50571,0.16675,0.015784,-0.29666
0.65837,0.53314,0.21734,0.012077,-0.29246
0.69332,0.56144,0.27237,0.0088314,-0.28828
0.72938,0.59064,0.33123,0.0061663,-0.28404
0.76659,0.62077,0.39328,0.0040948,-0.27966
0.80498,0.65186,0.45781,0.0024785,-0.27512
0.8446,0.68394,0.52346,0.00035791,-0.27052
0.88547,0.71704,0.59483,0.0018471,-0.25936
0.92765,0.75119,0.64629,0.0040009,-0.26204
0.37157,0.33457,-0.0078935,0.0091345,-0.33766
0.39678,0.35726,-0.0086094,0.013649,-0.33541
0.42279,0.38068,-0.0039807,0.020039,-0.33057
0.44963,0.40484,0.01193,0.022079,-0.32535
0.47732,0.42978,0.037602,0.021345,-0.32006
0.50589,0.45551,0.071825,0.018995,-0.31479
0.53537,0.48205,0.11362,0.015898,-0.30964
0.56579,0.50944,0.16213,0.012676,-0.30467
0.59718,0.5377,0.21656,0.009764,-0.29985
0.62957,0.56687,0.27616,0.0074557,-0.29515
0.66299,0.59696,0.3401,0.0059305,-0.2905
0.69747,0.62801,0.4075,0.0052757,-0.28579
0.73305,0.66004,0.4774,0.0054826,-0.28089
0.76976,0.6931,0.54864,0.0063703,-0.27564
0.80764,0.72721,0.61974,0.0071281,-0.26942
0.84673,0.7624,0.69318,0.011045,-0.2564
0.88706,0.79871,0.74451,0.011983,-0.25751
0.5,0,-0.00078928,-2.91E-10,-0.26492
0.53392,0,-0.0037375,-4.37E-10,-0.26655
0.56892,0,-0.011115,-6.40E-10,-0.2694
0.60503,0,-0.020756,-6.98E-10,-0.27127
0.64229,0,-0.031413,-5.82E-10,-0.27222
0.68074,0,-0.04224,-4.66E-10,-0.27255
0.72041,0,-0.052742,-4.66E-10,-0.27238
0.76135,0,-0.062608,-3.49E-10,-0.27177
0.80359,0,-0.07165,-2.33E-10,-0.27078
0.84717,0,-0.079767,-1.75E-10,-0.26943
0.89214,0,-0.086911,0,-0.26774
0.93854,0,-0.093071,1.75E-10,-0.26572
0.98642,0,-0.098259,4.07E-10,-0.26338
1.0358,0,-0.1025,7.28E-10,-0.26073
1.0868,0,-0.10581,1.14E-09,-0.25777
1.1394,0,-0.1082,1.66E-09,-0.25448
1.1937,0,-0.10982,2.28E-09,-0.25087
0.49931,0.026168,-0.00092396,0.0027778,-0.26541
0.53319,0.027943,-0.003917,0.0044724,-0.26701
0.56814,0.029775,-0.011322,0.0071892,-0.26981
0.6042,0.031665,-0.020884,0.0087607,-0.27164
0.64141,0.033615,-0.031385,0.0095293,-0.27256
0.67981,0.035627,-0.041997,0.0097365,-0.27286
0.71943,0.037704,-0.052239,0.0095531,-0.27267
0.76031,0.039846,-0.061805,0.009102,-0.27204
0.80249,0.042056,-0.070514,0.0084715,-0.27104
0.84601,0.044337,-0.078266,0.007724,-0.26967
0.89092,0.046691,-0.085015,0.0069034,-0.26797
0.93725,0.049119,-0.09075,0.00604,-0.26595
0.98506,0.051625,-0.095481,0.0051539,-0.26361
1.0344,0.054211,-0.099237,0.0042567,-0.26096
1.0853,0.056878,-0.10204,0.0033469,-0.258
1.1378,0.059631,-0.10384,0.0024261,-0.25467
1.192,0.062471,-0.10495,0.0015376,-0.25108
0.49726,0.052264,-0.0013188,0.0054463,-0.26686
0.53099,0.05581,-0.0044423,0.0087716,-0.26838
0.5658,0.059468,-0.011925,0.014103,-0.27102
0.60172,0.063243,-0.021249,0.017187,-0.27273
0.63877,0.067138,-0.031283,0.018691,-0.27355
0.67701,0.071157,-0.041254,0.019091,-0.27378
0.71647,0.075304,-0.050717,0.01872,-0.27352
0.75718,0.079583,-0.059389,0.017821,-0.27284
0.79918,0.083998,-0.067101,0.016567,-0.27179
0.84253,0.088553,-0.073762,0.015083,-0.2704
0.88725,0.093254,-0.07933,0.013455,-0.26868
0.9334,0.098104,-0.083794,0.011743,-0.26663
0.98101,0.10311,-0.087163,0.0099874,-0.26428
1.0301,0.10827,-0.089471,0.0082116,-0.26163
1.0808,0.1136,-0.090739,0.0064152,-0.25866
1.1331,0.1191,-0.090791,0.0046149,-0.2552
1.1871,0.12477,-0.090401,0.002887,-0.25172
0.49384,0.078217,-0.0019469,0.0079034,-0.26923
0.52735,0.083523,-0.0052748,0.012734,-0.27062
0.56191,0.088998,-0.01287,0.020481,-0.27301
0.59758,0.094648,-0.021795,0.024959,-0.2745
0.63439,0.10048,-0.031053,0.027134,-0.27517
0.67236,0.10649,-0.039963,0.027694,-0.27526
0.71154,0.1127,-0.048137,0.027126,-0.2749
0.75198,0.1191,-0.055327,0.025785,-0.27413
0.79369,0.12571,-0.06139,0.023924,-0.27301
0.83674,0.13253,-0.066246,0.021726,-0.27156
0.88115,0.13956,-0.069859,0.019316,-0.26979
0.92698,0.14682,-0.072222,0.016785,-0.26771
0.97427,0.15431,-0.07334,0.014193,-0.26533
1.0231,0.16204,-0.073253,0.011575,-0.26267
1.0734,0.17001,-0.071992,0.0089366,-0.2597
1.1254,0.17824,-0.069164,0.0063376,-0.25603
1.179,0.18673,-0.0663,0.0038738,-0.25271
0.48907,0.10396,-0.0027662,0.01006,-0.27247
0.52225,0.11101,-0.0063531,0.016216,-0.27367
0.55649,0.11828,-0.01407,0.026088,-0.27571
0.59181,0.12579,-0.022424,0.031787,-0.27692
0.62826,0.13354,-0.030601,0.034535,-0.27736
0.66587,0.14153,-0.038039,0.035205,-0.27726
0.70467,0.14978,-0.044424,0.034425,-0.27674
0.74471,0.15829,-0.049561,0.032649,-0.27585
0.78603,0.16708,-0.053335,0.030204,-0.27462
0.82866,0.17614,-0.055687,0.027323,-0.27308
0.87264,0.18549,-0.056592,0.024172,-0.27124
0.91803,0.19513,-0.056043,0.020867,-0.2691
0.96486,0.20509,-0.054046,0.017488,-0.26668
1.0132,0.21536,-0.050645,0.014084,-0.264
1.063,0.22596,-0.045895,0.010667,-0.261
1.1145,0.23689,-0.03909,0.007383,-0.25707
1.1676,0.24818,-0.032838,0.0043524,-0.25397
0.48296,0.12941,-0.0037223,0.011847,-0.27648
0.51573,0.13819,-0.007597,0.019101,-0.27745
0.54953,0.14725,-0.015406,0.030729,-0.27907
0.58442,0.15659,-0.023008,0.037423,-0.27991
0.62041,0.16624,-0.029797,0.040612,-0.28006
0.65755,0.17619,-0.035356,0.041327,-0.27972
0.69587,0.18646,-0.039464,0.040311,-0.27899
0.73541,0.19705,-0.041985,0.038108,-0.27792
0.7762,0.20798,-0.042848,0.035106,-0.27655
0.8183,0.21926,-0.042015,0.031588,-0.27489
0.86174,0.2309,-0.039477,0.027749,-0.27294
0.90656,0.24291,-0.03523,0.023733,-0.27072
0.95281,0.2553,-0.029282,0.019637,-0.26822
1.0005,0.26809,-0.021682,0.015524,-0.2655
1.0498,0.28128,-0.012525,0.01141,-0.26247
1.1006,0.2949,-0.00069493,0.0075842,-0.2582
1.153,0.30894,0.0097679,0.004218,-0.2554
0.47553,0.15451,-0.0047533,0.013214,-0.28119
0.50779,0.16499,-0.0089118,0.021303,-0.2819
0.54107,0.17581,-0.016736,0.034255,-0.28301
0.57542,0.18696,-0.023379,0.041672,-0.28342
0.61086,0.19848,-0.028465,0.04514,-0.28321
0.64742,0.21036,-0.03174,0.045813,-0.28257
0.68515,0.22262,-0.033086,0.044531,-0.28157
0.72409,0.23527,-0.032439,0.041909,-0.28028
0.76426,0.24832,-0.029776,0.038389,-0.27871
0.80571,0.26179,-0.025092,0.03429,-0.27688
0.84847,0.27569,-0.018392,0.029838,-0.2748
0.8926,0.29002,-0.0096848,0.025194,-0.27246
0.93814,0.30482,0.0010209,0.020476,-0.26987
0.98512,0.32009,0.013669,0.015756,-0.26707
1.0336,0.33584,0.028109,0.011049,-0.26399
1.0836,0.35209,0.045942,0.0068596,-0.25927
1.1352,0.36886,0.061316,0.0034347,-0.25688
0.46679,0.17918,-0.0057929,0.014134,-0.28652
0.49846,0.19134,-0.010193,0.022769,-0.28693
0.53113,0.20388,-0.017895,0.036566,-0.28747
0.56485,0.21682,-0.023338,0.044397,-0.28738
0.59963,0.23018,-0.026387,0.047954,-0.28675
0.63553,0.24396,-0.02696,0.048485,-0.28573
0.67256,0.25817,-0.025052,0.046902,-0.28441
0.71078,0.27284,-0.020684,0.043872,-0.28283
0.75021,0.28798,-0.013884,0.039882,-0.28102
0.7909,0.3036,-0.0046861,0.035279,-0.27899
0.83288,0.31971,0.0068806,0.030311,-0.27673
0.8762,0.33634,0.020794,0.025155,-0.27424
0.9209,0.3535,0.037037,0.019939,-0.27151
0.96702,0.3712,0.055543,0.014745,-0.26862
1.0146,0.38947,0.076087,0.0095778,-0.26547
1.0637,0.40832,0.10082,0.0052483,-0.26019
1.1144,0.42777,0.12167,0.0020765,-0.25831
0.45677,0.20337,-0.0067745,0.014601,-0.29238
0.48776,0.21716,-0.011332,0.023478,-0.29248
0.51973,0.2314,-0.018701,0.037614,-0.29239
0.55272,0.24609,-0.022652,0.045522,-0.29174
0.58676,0.26124,-0.023293,0.048964,-0.29061
0.62189,0.27688,-0.02072,0.049242,-0.28916
0.65813,0.29302,-0.01505,0.04732,-0.28745
0.69553,0.30967,-0.0063894,0.043905,-0.28554
0.73411,0.32685,0.0051687,0.039512,-0.28343
0.77393,0.34457,0.019547,0.034508,-0.28115
0.81501,0.36287,0.036685,0.029155,-0.27867
0.8574,0.38174,0.056535,0.02364,-0.27599
0.90114,0.40121,0.079066,0.018096,-0.2731
0.94627,0.42131,0.1042,0.01261,-0.27007
0.99283,0.44204,0.13159,0.0071529,-0.26683
1.0409,0.46343,0.16401,0.0029477,-0.26088
1.0905,0.48551,0.19075,0.00036196,-0.25963
0.4455,0.227,-0.0076328,0.014626,-0.29873
0.47573,0.24239,-0.012214,0.02344,-0.29849
0.50691,0.25828,-0.018954,0.037397,-0.29773
0.53909,0.27468,-0.021055,0.045038,-0.29646
0.57229,0.2916,-0.018865,0.048149,-0.29477
0.60655,0.30905,-0.012658,0.048065,-0.29282
0.64189,0.32706,-0.0026781,0.045778,-0.29066
0.67837,0.34565,0.010874,0.042018,-0.28835
0.716,0.36482,0.027836,0.037316,-0.28591
0.75483,0.38461,0.048077,0.032051,-0.28332
0.7949,0.40502,0.071491,0.026492,-0.28058
0.83624,0.42609,0.097997,0.020827,-0.27767
0.8789,0.44782,0.12753,0.015187,-0.27458
0.92292,0.47025,0.15997,0.0096528,-0.27138
0.96834,0.49339,0.19485,0.0041292,-0.26804
1.0152,0.51727,0.23558,0.00035595,-0.26128
1.0636,0.54191,0.26839,-0.0013213,-0.26077
0.43301,0.25,-0.0083052,0.014232,-0.30555
0.46239,0.26696,-0.012724,0.022685,-0.30495
0.4927,0.28446,-0.018442,0.03596,-0.30347
0.52397,0.30252,-0.018251,0.042992,-0.30151
0.55624,0.32115,-0.012733,0.045569,-0.29921
0.58954,0.34037,-0.0023424,0.045029,-0.29669
0.6239,0.36021,0.012547,0.042374,-0.29403
0.65935,0.38067,0.031635,0.03834,-0.29127
0.69593,0.40179,0.05468,0.033465,-0.28843
0.73367,0.42358,0.081483,0.02813,-0.2855
0.77261,0.44607,0.11188,0.022603,-0.28246
0.8128,0.46927,0.14573,0.017067,-0.27929
0.85426,0.49321,0.1829,0.01164,-0.27596
0.89705,0.51791,0.22323,0.0063824,-0.27255
0.94119,0.5434,0.26604,0.0010842,-0.26907
0.98674,0.56969,0.31541,-0.0019067,-0.26139
1.0337,0.59683,0.35417,-0.0024116,-0.26168
0.41934,0.27232,-0.0087306,0.01345,-0.31282
0.44778,0.29079,-0.012744,0.021263,-0.31184
0.47713,0.30985,-0.016936,0.033381,-0.30959
0.50742,0.32952,-0.013912,0.039492,-0.3069
0.53867,0.34982,-0.0044822,0.041357,-0.30392
0.57092,0.37076,0.010719,0.0403,-0.30078
0.60419,0.39237,0.031184,0.037312,-0.29756
0.63852,0.41466,0.056503,0.033125,-0.29431
0.67394,0.43766,0.086343,0.028269,-0.29103
0.7105,0.4614,0.12042,0.02312,-0.28771
0.74821,0.48589,0.15848,0.017937,-0.28433
0.78713,0.51117,0.20028,0.012888,-0.28086
0.82728,0.53724,0.24559,0.0080693,-0.27726
0.86871,0.56415,0.29416,0.0035017,-0.27357
0.91146,0.59191,0.34507,-0.0012126,-0.26993
0.95557,0.62056,0.40295,-0.0030639,-0.26125
1.0011,0.65011,0.44715,-0.0022628,-0.26235
0.40451,0.29389,-0.0088475,0.012316,-0.32057
0.43195,0.31383,-0.012153,0.019236,-0.31919
0.46026,0.3344,-0.014197,0.029773,-0.31613
0.48948,0.35563,-0.0076863,0.034696,-0.31264
0.51963,0.37753,0.0063399,0.035722,-0.30894
0.55073,0.40013,0.027064,0.034138,-0.30513
0.58283,0.42345,0.053839,0.030913,-0.3013
0.61594,0.44751,0.086132,0.026756,-0.29751
0.65012,0.47234,0.1235,0.022181,-0.29375
0.68537,0.49795,0.16553,0.017548,-0.29001
0.72175,0.52439,0.21185,0.0131,-0.28626
0.75929,0.55166,0.26207,0.0089827,-0.28243
0.79803,0.5798,0.3158,0.0052528,-0.2785
0.83799,0.60884,0.37261,0.0018635,-0.27448
0.87923,0.6388,0.43136,-0.0018622,-0.2706
0.92179,0.66972,0.49696,-0.0022678,-0.26092
0.96569,0.70162,0.54557,-0.00034829,-0.26282
0.38857,0.31466,-0.0085918,0.010865,-0.32883
0.41493,0.33601,-0.01082,0.016672,-0.32703
0.44213,0.35803,-0.009967,0.025273,-0.32311
0.4702,0.38076,0.0008004,0.028809,-0.31878
0.49916,0.40421,0.020209,0.028938,-0.3143
0.52904,0.4284,0.047252,0.026893,-0.30978
0.55987,0.45337,0.081127,0.023601,-0.30531
0.59168,0.47913,0.12116,0.019737,-0.30094
0.6245,0.50571,0.16675,0.015784,-0.29666
0.65837,0.53314,0.21734,0.012077,-0.29246
0.69332,0.56144,0.27237,0.0088314,-0.28828
0.72938,0.59064,0.33123,0.0061663,-0.28404
0.76659,0.62077,0.39328,0.0040948,-0.27966
0.80498,0.65186,0.45781,0.0024785,-0.27512
0.8446,0.68394,0.52346,0.00035791,-0.27052
0.88547,0.71704,0.59483,0.0018471,-0.25936
0.92765,0.75119,0.64629,0.0040009,-0.26204
0.37157,0.33457,-0.0078935,0.0091345,-0.33766
0.39678,0.35726,-0.0086094,0.013649,-0.33541
0.42279,0.38068,-0.0039807,0.020039,-0.33057
0.44963,0.40484,0.01193,0.022079,-0.32535
0.47732,0.42978,0.037602,0.021345,-0.32006
0.50589,0.45551,0.071825,0.018995,-0.31479
0.53537,0.48205,0.11362,0.015898,-0.30964
0.56579,0.50944,0.16213,0.012676,-0.30467
0.59718,0.5377,0.21656,0.009764,-0.29985
0.62957,0.56687,0.27616,0.0074557,-0.29515
0.66299,0.59696,0.3401,0.0059305,-0.2905
